objectid,parentid,filename,title,creator,date,archival date,description,subject,source,finding aid,format original,format,digital collection,contributing institution,language,rights,rightsstatement,notes,identifier,musicians,location,latitude,longitude,type,digital collection link,display_template,object_location,image_small,image_thumb
cheatham026,,ijcmg008_b001_f006-001.jpg,Various Doc Cheatham possessions photographed at his 90th birthday party,,1995-06-13,13 June 1995,"Photo of Doc Cheatham's possessions on a blue, quilt-covered table. There is a black, closed trumpet case with a sticker from the Göteborg Tradjazz Festival 1994, a trumpet with attached mouthpiece, trumpet mute (given to Cheatham by ""King"" Oliver), black cane, glass ashtray, music manuscript book index, and a plaid-patterned fabric on a blue, quilt-covered table. In the background on the right side, is an upright piano.",sweet basil; 90th birthday party; new york; greenwich village; cane; trumpet mute; trumpet; jazz musician; jazz display,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94052,color photograph,image/jpeg,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b001_f006-001,"Joe ""King"" Oliver","Sweet Basil, Greenwich Village, New York City, New York",40.73268676,-74.0036398,Image;StillImage,,image,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b001_f006-001.jpg,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b001_f006-001_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b001_f006-001_th.jpg
cheatham027,,ijcmg008_b001_f006-007.jpg,Doc Cheatham's 90th birthday party cake,,1995-06-13,13 June 1995,"Photo of Doc Cheatham's 90th birthday cake. The cake is decorated with white piping around the outside edges, the top has alternating yellow, blue, and white flowers, green leaves, multicolored lit 90 candles on top, and in red is written, in cursive, ""Happy Birthday Doc Cheatham"" with lines and dots under his name. The cake is angled on a wooden table. ",sweet basil; 90th birthday party; new york; greenwich village; birthday cake,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94053,color photograph,image/jpeg,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b001_f006-007,,"Sweet Basil, Greenwich Village, New York City, New York",40.73268676,-74.0036398,Image;StillImage,,image,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b001_f006-007.jpg,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b001_f006-007_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b001_f006-007_th.jpg
cheatham028,,ijcmg008_b001_f006-009.jpg,"Amanda ""Nelly"" Cheatham at Doc Cheatham's 90th birthday party",,1995-06-13,13 June 1995,"Photo of Doc Cheatham's wife, Amanda ""Nellie"" Cheatham smiling next to the table touching Doc's trumpet. She wears a single-strand pearl necklace, white buttoned shirt with lace down the front, a black formal jacket, and a gold pin with three flowers on her left side. In the background is a black grand piano with the top open. Behind the piano on the wooden wall is a copy of the 1958 ""A Great Day in Harlem"" black-and-white photograph, taken with 57 jazz musicians by Art Kane.",sweet basil; 90th birthday party; new york; greenwich village; amanda cheatham; nellie cheatham; art kane; a great day in harlem,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94054,color photograph,image/jpeg,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b001_f006-009,,"Sweet Basil, Greenwich Village, New York City, New York",40.73268676,-74.0036398,Image;StillImage,,image,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b001_f006-009.jpg,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b001_f006-009_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b001_f006-009_th.jpg
cheatham029,,ijcmg008_b001_f006-014.jpg,Doc Cheatham speaking at 90th birthday celebration,,1995-06-13,13 June 1995,"Doc Cheatham holds a microphone in his right hand as he speaks into it and holds a pink charm in his left hand. He wears black-rimmed glasses, a multi-colored bowtie, a dark blue suit jacket with red pocket square, a black button-down dress shirt, and a trumpet pin. In front of him, the backs of the heads of attendees can be seen. Behind Cheatham to the left is a black grand piano with the top open. On the wood-panelled wall behind is a black and white Sweet Basil sign, and to the left is a framed black and white poster that says ""Adolphus 'Doc' Cheatham Ninetieth Birthday Celebration,"" a picture of Cheatham in a suit holding a saxophone with a coronet on a stand next to him taken at Lincoln Elementary, Nashville, Tennessee, and ""Sweet Basil, New York June 13th, 1995.""",sweet basil; 90th birthday party; new york; greenwich village; trumpet; jazz musician; cornet; saxophone,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94055,color photograph,image/jpeg,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b001_f006-014,,"Sweet Basil, Greenwich Village, New York City, New York",40.73268676,-74.0036398,Image;StillImage,,image,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b001_f006-014.jpg,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b001_f006-014_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b001_f006-014_th.jpg
cheatham030,,ijcmg008_b001_f006-028.jpg,"Doc Cheatham, Chuck Folds, Al Grey, and Earl May play at Cheatham's 90th birthday celebration",,1995-06-13,13 June 1995,"Doc Cheatham sits on a chair and plays his trumpet pointing towards the ceiling.  He wears black-rimmed glasses, a multi-colored bowtie, a dark blue suit jacket with red pocket square, a black button-down dress shirt, and a trumpet pin. A microphone on a stand with yellow tape wrapped around the end is in front of him. Behind him to the left, pianist Chuck Folds (1938-2022) plays on a black grand piano. Behind the piano on a wood-panelled wall is the 1958 ""A Great Day in Harlem"" photograph by Art Kane. Folds wears a checkered tie, button-down shirt, and black blazer. On the piano is a dark orange plunger mute. Another microphone is pointed towards the inside of the piano. To the left in front of Cheatham is Al Grey (1925-2000), wearing a striped shirt, blue jacket, and white bucket hat and playing a bass trumpet. Behind Grey is Earl May (1927-2008) playing a bass.",sweet basil; 90th birthday party; new york; greenwich village; trumpet; jazz musician; piano; a great day in harlem,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94056,color photograph,image/jpeg,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b001_f006-028,Chuck Folds; Al Greyl Earl May,"Sweet Basil, Greenwich Village, New York City, New York",40.73268676,-74.0036398,Image;StillImage,,image,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b001_f006-028.jpg,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b001_f006-028_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b001_f006-028_th.jpg
cheatham031,,ijcmg008_b001_f006-031.jpg,Attendees applaud for Doc Cheatham at his 90th birthday celebration,,1995-06-13,13 June 1995,"Doc Cheatham sits on a chair and smiles at a black rectangular object he holds in his hands. He wears black-rimmed glasses, a multi-colored bowtie, a wedding ring, a dark blue suit jacket with red pocket square, a black button-down dress shirt, grey slacks, and a trumpet pin. A microphone on a stand with yellow tape wrapped around the end is in front of him. Behind him to the left, pianist Chuck Folds (1938-2022) smiles and claps while sitting at a black grand piano. He wears a checkered tie, button-down shirt, and black blazer. Behind the piano on a wood-panelled wall is the 1958 ""A Great Day in Harlem"" photograph by Art Kane. On the left, a framed Greenwich Village Jazz Festival is hung on a wall. In front are attendees with their hands clapping. On the right, an announcer in a white suit holds a microphone with a yellow tape-wrapped end.",sweet basil; 90th birthday party; new york; greenwich village; trumpet; jazz musician; piano; a great day in harlem,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94057,color photograph,image/jpeg,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b001_f006-031,Chuck Folds,"Sweet Basil, Greenwich Village, New York City, New York",40.73268676,-74.0036398,Image;StillImage,,image,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b001_f006-031.jpg,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b001_f006-031_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b001_f006-031_th.jpg
cheatham032,,ijcmg008_b001_f006-032.jpg,Doc Cheatham smiles as a woman speaks at his 90th birthday celebration,,1995-06-13,13 June 1995,"Doc Cheatham sits on a chair and smiles with his head turned to the left. He wears black-rimmed glasses, a multi-colored bowtie, a dark blue suit jacket with red pocket square, a black button-down dress shirt, grey slacks, and a trumpet pin. He holds his trumpet pointed towards the floor with both hands. Cheatham looks at a woman with short black hair, red flower earrings, a teal sweater, green suit jacket and pants, a beaded necklace, red lipstick, and a chunky silver ring, who speaks into a microphone she holds with her left hand. Behind her is a drum set and drummer Jackie Williams (1933-) 's hands can be seen. Behind Cheatham on the left is Earl May (1927-2008) holding his bass. On the wood-panelled wall behind everyone is a black and white Sweet Basil sign, and a framed poster to the left of it with a photo of a young Cheatham with a saxophone and cornet. The backs of attendee's heads can be seen in the foreground.",sweet basil; 90th birthday party; new york; greenwich village; trumpet; jazz musician; cornet; saxophone,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94058,color photograph,image/jpeg,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b001_f006-032,Jackie Williams; Earl May,"Sweet Basil, Greenwich Village, New York City, New York",40.73268676,-74.0036398,Image;StillImage,,image,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b001_f006-032.jpg,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b001_f006-032_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b001_f006-032_th.jpg
cheatham033,,ijcmg008_b001_f006-035.jpg,Doc Cheatham and an attendee smile at his 90th birthday celebration,,1995-06-13,13 June 1995,"Doc Cheatham sits at a bar and smiles towards the camera. He wears black-rimmed glasses, a multi-colored bowtie, a dark blue suit jacket with red pocket square, a black button-down dress shirt, grey slacks, and a trumpet pin. On Cheatham's right is a middle-aged Caucasian woman with two pink ribbons in her brown hair, large shiny earrings, pink lipstick, lilac eyeshadow, and wears a white lace top with a gold pin in the top center. At the left edge is a man smiling at the camera. He wears brown sunglasses, a blue and white button-down, blue blazer, and his fist is closed on the wooden bar counter. ",sweet basil; 90th birthday party; new york; greenwich village; jazz musician; bar,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94059,color photograph,image/jpeg,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b001_f006-035,,"Sweet Basil, Greenwich Village, New York City, New York",40.73268676,-74.0036398,Image;StillImage,,image,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b001_f006-035.jpg,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b001_f006-035_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b001_f006-035_th.jpg
cheatham034,,ijcmg008_b001_f006-062.jpg,Doc Cheatham speaking into a microphone at Sweet Basil,,1997-03,March 1997,"Doc Cheatham speaks into a microphone, which he holds with his left hand along with his trumpet. He wears a pale pink button-down, multicolored bow tie, plaid-patterned jacket, and red pocket-square. Behind him is a wood-panelled wall with a black and white Sweet Basil sign, and the top of an open black grand piano. Cheatham and his quartet played regularly at Sweet Basil Jazz Club at jazz brunches for 17 years. Sweet Basil was a prominent location for live jazz performances from when it opened in 1974 till it closed in April 2001.",sweet basil; new york; greenwich village; jazz musician; trumpet,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94060,color photograph,image/jpeg,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"While this photo was in a folder titled ""Doc Cheatham's 90th Birthday Party,"" this photo is dated ""March 1997"" on the back, almost two years after Cheatham's 90th birthday.",ijcmg008_b001_f006-062,,"Sweet Basil, Greenwich Village, New York City, New York",40.73268676,-74.0036398,Image;StillImage,,image,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b001_f006-062.jpg,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b001_f006-062_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b001_f006-062_th.jpg
cheatham035,,ijcmg008_b001_f007-057.pdf,"""She's funny that way"" handwritten bass chart","Adolphus ""Doc"" Cheatham",,undated,"Loose page with printed music staves. At the top, ""Bass"" is written and underlined, and ""She's funny that way"" is written and underlined twice in black marker. In the top right corner are ""5"" and ""7"" gold reflective stickers. Written in black marker is a bass clef, rests, dashes to indicate eighth notes, repeat measure signs, repeat barlines, and chord names over measures. The key signature (Bb, Eb, Ab) and time signature (cut time) are written in black pen. Measure lines, the 1st and 2nd endings, and ""FIN"" at the end are written in blue pen ink. There are several white-out marks on the page. ""She's funny that way"" (1929) was composed by Charles N. Daniels (pseudonym: Neil Moret; 1878-1943) and Richard Whiting (1891-1938) for the short film ""Gems of M-G-M."" Cheatham released a recording of this piece on his record It's a Good Life (1982), and Cheatham and Nicholas Payton (1973-) released a recording on Doc Cheatham & Nicholas Payton (1997).",handwritten score; she's funny that way; bass; jazz chart; music manuscript,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94061,music manuscript,application/pdf,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b001_f007-057,Charles N. Daniels; Neil Moret; Richard Whiting; Marion Harris; Nicholas Payton,,,,Text,,pdf,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b001_f007-057.pdf,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b001_f007-057_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b001_f007-057_th.jpg
cheatham036,,ijcmg008_b001_f007-070.pdf,"""Idaho"" handwritten bass chart","Adolphus ""Doc"" Cheatham",,undated,"Loose page with printed music staves. At the top, ""Bass,"" ""Idaho,"" and ""Jessie Stone,"" are written and underlined in black marker. In the top right corner are ""7"" and ""0"" gold reflective stickers. Written in black marker are dashes to indicate eighth notes, repeat measure signs,and chord names over measures. Measure lines, the key signature (Bb) and time signature (cut time) are written in black pen. There is a small, light brown mark like a scratch near the middle of the page. ""Idaho"" (1947) was composed by Jesse Stone (1901-1999). Cheatham and Nicholas Payton (1973-) recorded but never released this piece.",handwritten score; idaho; bass; jazz chart; music manuscript,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94062,music manuscript,application/pdf,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b001_f007-070,Jesse Stone; Nicholas Payton,,,,Text,,pdf,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b001_f007-070.pdf,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b001_f007-070_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b001_f007-070_th.jpg
cheatham037,,ijcmg008_b001_f007-072.pdf,"""Prisoner of love"" handwritten bass chart","Adolphus ""Doc"" Cheatham",,undated,"Loose page with printed music staves. At the top, ""Bass"" and ""R. Columbo,"" are written and underlined in black marker. ""Prisoner Of Love"" is written and underlined twice in black marker. In the top right corner are ""7"" and ""2"" gold reflective stickers. Written in black marker is a bass clef, dashes to indicate notes, the key signature (Bb, Eb, Ab), time signature (cut time), and a repeat sign with 1st and 2nd endings. Measure lines are written in blue pen. ""Prisoner of love"" (1931) was composed by Russ Columbo (1908-1934), Clarence Gaskill (1892-1948), and Leo Robin (1900-1984).",handwritten score; prisoner of love; bass; jazz chart; music manuscript,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94063,music manuscript,application/pdf,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b001_f007-072,Russ Columbo; Clarence Gaskill; Leo Robin,,,,Text,,pdf,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b001_f007-072.pdf,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b001_f007-072_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b001_f007-072_th.jpg
cheatham038,,ijcmg008_b001_mus001-004.pdf,"""Struttin with some bar.b.que"" handwritten trumpet chart","Adolphus ""Doc"" Cheatham",,undated,"Pink page bound in music manuscript book. The top left has a 4., the middle has ""Struttin With Some bar.b.que,"" and the music and all notation is written with black marker. Chord names are written over the top of measures. The top right has ""Louis Armstrong Leeds Music Co"" written in blue pen ink. ""Struttin with some bar.b.que"" (1927) was composed by Lil Hardin (1898-1971), who was married to Louis Armstrong (Dates). When the two divorced, Hardin sued Armstrong for song custody. Hardin won, though Armstrong continued claiming ownership. Cheatham recorded this piece on his album ""It's a Good Life!"" (1982). Hardin helped Cheatham begin his music career in 1920s Chicago (I Guess I'll Get the Papers and Go Home pg. 13).",handwritten score; trumpet; jazz chart; music manuscript,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94064,music manuscript,application/pdf,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b001_mus001-004,Lil Hardin; Louis Armstrong,,,,Text,,pdf,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b001_mus001-004.pdf,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b001_mus001-004_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b001_mus001-004_th.jpg
cheatham039,,ijcmg008_b001_mus001-022.pdf,"""I got a crush on you"" & ""Ring dem bells"" handwritten trumpet charts","Adolphus ""Doc"" Cheatham",,undated,"Handwritten music manuscripts bound in book. The first page has a cream-colored page pasted over a  pink page bound in a music manuscript book, and the second page is a pink page bound in the book. The cream-colored, one-page version is the piece written in cut time, whereas the pink pages have the piece written in common time. At the top of the pink page one, ""22"" and ""G. Gershwin"" is written in black pen ink. Between them is ""check cho"" (chorus) in cursive pencil. In the top right corner of the glued-on page is ""22"" in gold reflective stickers. Written and underlined at the top of the pasted page are ""Verse-ad-lib"" and ""I got a crush on you"" in black ink. The entirety of the music and notation is written in black pen, save for a few blue ink dashes on page one, and the 1st and 2nd endings marked in red ink on page two. The latter page also has ""22 1/2"" written in the top right corner in blue ink, and a pencil scribble over one of the chord names. ""I got a crush on you"" (1928) was composed by George (1898-1937) and Ira Gershwin (1896-1983). Cheatham released a recording of this piece on his LP I've Got a Crush on You (1982), featuring Milt Hinton (1910-2000), Howard Alden (1958-), and the Hot Jazz Orchestra of New York. At the bottom of page two is jazz standard ""Ring Dem Bells"" written in blue marker with chord names over measures in pencil. ""Ring Dem Bells"" (1930) is a short piece composed by Duke Ellington (1899-1874).",handwritten score; i got a crush on you; trumpet; jazz chart; music manuscript,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94065,music manuscript,application/pdf,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b001_mus001-022,Howard Alden; Milt Hinton; Duke Ellington,,,,Text,,pdf,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b001_mus001-022.pdf,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b001_mus001-022_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b001_mus001-022_th.jpg
cheatham040,,ijcmg008_b001_mus001-032.pdf,"""She's funny that way"" handwritten piano chart","Adolphus ""Doc"" Cheatham",,undated,"Cream-colored page pasted over pink page bound in a music manuscript book. At the top, ""Piano"" and ""She's Funny That Way"" is written and underlined in black pen ink. In the top right corner are ""3"" and ""2"" gold reflective stickers. Written above the pasted page are ""N. Moret"" and ""32"" in the right corner in black marker. The entirety of the music and notation is written in black pen. There is a small water stain in the top left. ""She's funny that way"" (1929) was composed by Charles N. Daniels (pseudonym: Neil Moret; 1878-1943) and Richard Whiting (1891-1938) for the short film ""Gems of M-G-M."" Cheatham released a recording of this piece on his record It's a Good Life (1982), and Cheatham and Nicholas Payton (1973-) released a recording on Doc Cheatham & Nicholas Payton (1997).",handwritten score; she's funny that way; piano; jazz chart; music manuscript,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94066,music manuscript,application/pdf,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"This is written in C Major, while the bass chart for the same piece (LINK- ijcmg008_b001_f007-057.pdf), is written in Eb Major",ijcmg008_b001_mus001-032,Charles N. Daniels; Neil Moret; Richard Whiting; Nicholas Payton,,,,Text,,pdf,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b001_mus001-032.pdf,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b001_mus001-032_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b001_mus001-032_th.jpg
cheatham041,,ijcmg008_b001_mus001-048.pdf,"""Rosetta"" handwritten trumpet chart","Adolphus ""Doc"" Cheatham",,undated,"Cream-colored page taped over pink page bound in a music manuscript book. At the top right corner of the pink page and the top left corner of the cream page is ""48""  written in black pen ink. Written at the top of the cream page is ""Carpenter"" in blue pen ink and ""E. Hines-Woode Mayfair"" in black marker. The entirety of the music and notation is written in black marker. There is a dab of white-out covering one of the chord names in the middle of the piece ""Rosetta"" (1933) was composed by Henri Woode (1909-1994) and Earl Hines (1901-1983). The song was in the Broadway musical ""Bubbling Brown Sugar"" (1976). Cheatham released recordings of this piece on his records Hey Doc! (1975), Butch & Doc (1994) with Butch Thompson (1943-2022), and Live at the Windsor Jazz Series 1981.",handwritten score; rosetta; trumpet; jazz chart; music manuscript,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94067,music manuscript,application/pdf,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b001_mus001-048,Butch Thompson; Henri Woode; Earl Hines,,,,Text,,pdf,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b001_mus001-048.pdf,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b001_mus001-048_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b001_mus001-048_th.jpg
