objectid,parentid,filename,title,description,creator,date,date is approximate,subject,location,location-address,latitude,longitude,source,identifier,type,format original,format,digital collection,contributing institution,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb
fitzgerald0028,,ijcmg004_b001-016.pdf,"""Lady Time"" record cover","Record cover of Ella Fitzgerald's ""Lady Time""","Granz, Norman (1918-2001)",1978-06-19; 1978-06-20,,long-playing records; jazz; vocalist; record covers,Pablo Records,"Los Angeles, CA",34.0520261,-118.2799282,University of Idaho Library IJC MG 4 Ella Fitzgerald Collection,ijcmg004_b001-016,Image;StillImage,Record cover,application/pdf,Ella Fitzgerald Collection,University of Idaho Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b001-016.pdf,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b001-016_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b001-016_th.jpg
fitzgerald0029,,ijcmg004_b001-017.pdf,"""Ella Fitzgerald Sings the Rodgers and Hart Song Book"" record cover","Record cover of ""Ella Fitzgerald Sings the Rodgers and Hart Song Book.""","Granz, Norman (1918-2001)",1956,,long-playing records; jazz; vocalist; record covers,Universal Music Group,"2220 Colorado Avenue, Santa Monica , CA 90405",34.02759296,-118.4742396,University of Idaho Library IJC MG 4 Ella Fitzgerald Collection,ijcmg004_b001-017,Image;StillImage,Record cover,application/pdf,Ella Fitzgerald Collection,University of Idaho Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b001-017.pdf,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b001-017_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b001-017_th.jpg
fitzgerald0030,,ijcmg004_b001-018.pdf,"""Ella In London"" record cover","Record cover of ""Ella In London.""","Granz, Norman (1918-2001)",,,long-playing records; jazz; vocalist; record covers,Pablo Records,"Los Angeles, CA",34.0520261,-118.2799282,University of Idaho Library IJC MG 4 Ella Fitzgerald Collection,ijcmg004_b001-018,Image;StillImage,Record cover,application/pdf,Ella Fitzgerald Collection,University of Idaho Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b001-018.pdf,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b001-018_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b001-018_th.jpg
fitzgerald0031,,ijcmg004_b001-020.jpg,Award to Ella Fitzgerald from the National Tuberculosis Association ,Award from the National Tuberculosis Assocaion to Ella Fitzgerald for outstanding participation.,National Tuberculosis Association,,,award plaque; tuberculosis; awards;,,,,,University of Idaho Library IJC MG 4 Ella Fitzgerald Collection,ijcmg004_b001-020,Image;StillImage,Plaque,image/jpeg,Ella Fitzgerald Collection,University of Idaho Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b001-020.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b001-020_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b001-020_th.jpg
fitzgerald0032,,ijcmg004_b001-021.jpg,"Ella Fitzgerald's Honorary Columbian Citizen Certificate (Columbia, South Carolina)",Ella Fitzgerald's Cirtificate of Citizenship to the City of Columbia in South Carolina.,"Finlay, Kirkman (1936-1993)",1981-10-22,,certificates; citizenship certificate; ,,,,,University of Idaho Library IJC MG 4 Ella Fitzgerald Collection,ijcmg004_b001-021,Image;StillImage,Plaque,image/jpeg,Ella Fitzgerald Collection,University of Idaho Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b001-021.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b001-021_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b001-021_th.jpg
fitzgerald0033,,ijcmg004_b005-001a.jpg,Ella Fitzgerald's aquamarine high-heeled shoes,"Vogue House Aqua Marine Shoes by Ansonia, owned by Ella Fitzgerald",Ansonia,,,heels; clothing; fashion (culture-related concept),,,,,University of Idaho Library IJC MG 4 Ella Fitzgerald Collection,ijcmg004_b005-001a,Image;StillImage,Clothing,image/jpeg,Ella Fitzgerald Collection,University of Idaho Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b005-001a.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b005-001a_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b005-001a_th.jpg
fitzgerald0033a,fitzgerald0033,ijcmg004_b005-001a.jpg,Ella Fitzgerald's aquamarine high-heeled shoes,"Vogue House Aqua Marine Shoes by Ansonia, owned by Ella Fitzgerald",Ansonia,,,heels; clothing; fashion (culture-related concept),,,,,University of Idaho Library IJC MG 4 Ella Fitzgerald Collection,ijcmg004_b005-001a,Image;StillImage,Clothing,image/jpeg,Ella Fitzgerald Collection,University of Idaho Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b005-001a.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b005-001a_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b005-001a_th.jpg
fitzgerald0033b,fitzgerald0033,ijcmg004_b005-001b.jpg,,,,,,,,,,,,ijcmg004_b005-001b,Image;StillImage,,image/jpeg,,,,,,,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b005-001b.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b005-001b_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b005-001b_th.jpg
fitzgerald0033c,fitzgerald0033,ijcmg004_b005-001c.jpg,,,,,,,,,,,,ijcmg004_b005-001c,Image;StillImage,,image/jpeg,,,,,,,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b005-001c.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b005-001c_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b005-001c_th.jpg
fitzgerald0033d,fitzgerald0033,ijcmg004_b005-001d.jpg,,,,,,,,,,,,ijcmg004_b005-001d,Image;StillImage,,image/jpeg,,,,,,,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b005-001d.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b005-001d_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b005-001d_th.jpg
fitzgerald0034,,ijcmg004_b005-002a.jpg,Ella Fitzgerald's gold necklace with pendant,Intricate gold necklace with roses on pendant.,,,,necklaces; jewelry; gold (color); fashion (culture-related concept),,,,,University of Idaho Library IJC MG 4 Ella Fitzgerald Collection,ijcmg004_b005-002a,Image;StillImage,Clothing,image/jpeg,Ella Fitzgerald Collection,University of Idaho Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,https://www.lib.uidaho.edu/digital/objects/ella-fitzgerald/ijcmg004_b005-002a.jpg,https://www.lib.uidaho.edu/digital/objects/ella-fitzgerald/small/ijcmg004_b005-002a_sm.jpg,https://www.lib.uidaho.edu/digital/objects/ella-fitzgerald/thumbs/ijcmg004_b005-002a_th.jpg
fitzgerald0034a,fitzgerald0034,ijcmg004_b005-002a.jpg,Ella Fitzgerald's gold necklace with pendant,Intricate gold necklace with roses on pendant.,,,,necklaces; jewelry; gold (color); fashion (culture-related concept),,,,,University of Idaho Library IJC MG 4 Ella Fitzgerald Collection,ijcmg004_b005-002a,Image;StillImage,Clothing,image/jpeg,Ella Fitzgerald Collection,University of Idaho Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/ella-fitzgerald/ijcmg004_b005-002a.jpg,https://www.lib.uidaho.edu/digital/objects/ella-fitzgerald/small/ijcmg004_b005-002a_sm.jpg,https://www.lib.uidaho.edu/digital/objects/ella-fitzgerald/thumbs/ijcmg004_b005-002a_th.jpg
fitzgerald0034b,fitzgerald0034,ijcmg004_b005-002b.jpg,,,,,,,,,,,,ijcmg004_b005-002b,Image;StillImage,,image/jpeg,,,,,,,https://www.lib.uidaho.edu/digital/objects/ella-fitzgerald/ijcmg004_b005-002b.jpg,https://www.lib.uidaho.edu/digital/objects/ella-fitzgerald/small/ijcmg004_b005-002b_sm.jpg,https://www.lib.uidaho.edu/digital/objects/ella-fitzgerald/thumbs/ijcmg004_b005-002b_th.jpg
fitzgerald0034c,fitzgerald0034,ijcmg004_b005-002c.jpg,,,,,,,,,,,,ijcmg004_b005-002c,Image;StillImage,,image/jpeg,,,,,,,https://www.lib.uidaho.edu/digital/objects/ella-fitzgerald/ijcmg004_b005-002c.jpg,https://www.lib.uidaho.edu/digital/objects/ella-fitzgerald/small/ijcmg004_b005-002c_sm.jpg,https://www.lib.uidaho.edu/digital/objects/ella-fitzgerald/thumbs/ijcmg004_b005-002c_th.jpg
fitzgerald0034d,fitzgerald0034,ijcmg004_b005-002d.jpg,,,,,,,,,,,,ijcmg004_b005-002d,Image;StillImage,,image/jpeg,,,,,,,https://www.lib.uidaho.edu/digital/objects/ella-fitzgerald/ijcmg004_b005-002d.jpg,https://www.lib.uidaho.edu/digital/objects/ella-fitzgerald/small/ijcmg004_b005-002d_sm.jpg,https://www.lib.uidaho.edu/digital/objects/ella-fitzgerald/thumbs/ijcmg004_b005-002d_th.jpg
fitzgerald0035,,ijcmg004_b005-003a.jpg,Ella Fitzgerald's glasses and glasses case,Shiny brown eye glasses with no lenses and white case.,,,,eyeglasses; eyeglass case; fashion (culture-related concept),,,,,University of Idaho Library IJC MG 4 Ella Fitzgerald Collection,ijcmg004_b005-003a,Image;StillImage,Clothing,image/jpeg,Ella Fitzgerald Collection,University of Idaho Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b005-003a.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b005-003a_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b005-003a_th.jpg
fitzgerald0035a,fitzgerald0035,ijcmg004_b005-003a.jpg,Ella Fitzgerald's glasses and glasses case,Shiny brown eye glasses with no lenses and white case.,,,,eyeglasses; eyeglass case; fashion (culture-related concept),,,,,University of Idaho Library IJC MG 4 Ella Fitzgerald Collection,ijcmg004_b005-003a,Image;StillImage,Clothing,image/jpeg,Ella Fitzgerald Collection,University of Idaho Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b005-003a.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b005-003a_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b005-003a_th.jpg
fitzgerald0035b,fitzgerald0035,ijcmg004_b005-003b.jpg,,,,,,,,,,,,ijcmg004_b005-003b,Image;StillImage,,image/jpeg,,,,,,,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b005-003b.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b005-003b_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b005-003b_th.jpg
fitzgerald0035c,fitzgerald0035,ijcmg004_b005-003c.jpg,,,,,,,,,,,,ijcmg004_b005-003c,Image;StillImage,,image/jpeg,,,,,,,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b005-003c.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b005-003c_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b005-003c_th.jpg
fitzgerald0035d,fitzgerald0035,ijcmg004_b005-003d.jpg,,,,,,,,,,,,ijcmg004_b005-003d,Image;StillImage,,image/jpeg,,,,,,,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b005-003d.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b005-003d_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b005-003d_th.jpg
fitzgerald0035e,fitzgerald0035,ijcmg004_b005-003e.jpg,,,,,,,,,,,,ijcmg004_b005-003e,Image;StillImage,,image/jpeg,,,,,,,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b005-003e.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b005-003e_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b005-003e_th.jpg
fitzgerald0036,,ijcmg004_b003-001a.jpg,Ella Fitzgerald's Classico Sevillano hat,Black Classico Sevillano hat.,La Perla Filipina ,,,hats; milliner; fashion (culture-related concept),,,,,University of Idaho Library IJC MG 4 Ella Fitzgerald Collection,ijcmg004_b003-001a,Image;StillImage,Clothing,image/jpeg,Ella Fitzgerald Collection,University of Idaho Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b003-001a.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b003-001a_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b003-001a_th.jpg
fitzgerald0036a,fitzgerald0036,ijcmg004_b003-001a.jpg,Ella Fitzgerald's Classico Sevillano hat,Black Classico Sevillano hat.,La Perla Filipina ,,,hats; milliner; fashion (culture-related concept),,,,,University of Idaho Library IJC MG 4 Ella Fitzgerald Collection,ijcmg004_b003-001a,Image;StillImage,Clothing,image/jpeg,Ella Fitzgerald Collection,University of Idaho Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b003-001a.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b003-001a_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b003-001a_th.jpg
fitzgerald0036b,fitzgerald0036,ijcmg004_b003-001b.jpg,,,,,,,,,,,,ijcmg004_b003-001b,Image;StillImage,,image/jpeg,,,,,,,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b003-001b.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b003-001b_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b003-001b_th.jpg
fitzgerald0036c,fitzgerald0036,ijcmg004_b003-001c.jpg,,,,,,,,,,,,ijcmg004_b003-001c,Image;StillImage,,image/jpeg,,,,,,,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b003-001c.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b003-001c_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b003-001c_th.jpg
fitzgerald0036d,fitzgerald0036,ijcmg004_b003-001d.jpg,,,,,,,,,,,,ijcmg004_b003-001d,Image;StillImage,,image/jpeg,,,,,,,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b003-001d.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b003-001d_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b003-001d_th.jpg
fitzgerald0037,,ijcmg004_b003-002a.jpg,Ella fitzgerald's wide-brimmed hat and pin,Black medium pile faux fur wide brimmed hat with black hat pin.,"Emme, Inc. ",,,hats; milliner; imitation fur; faux fur; hatpins; fashion (culture-related concept),,,,,University of Idaho Library IJC MG 4 Ella Fitzgerald Collection,ijcmg004_b003-002a,Image;StillImage,Clothing,image/jpeg,Ella Fitzgerald Collection,University of Idaho Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b003-002a.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b003-002a_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b003-002a_th.jpg
fitzgerald0037a,fitzgerald0037,ijcmg004_b003-002a.jpg,Ella fitzgerald's wide-brimmed hat and pin,Black medium pile faux fur wide brimmed hat with black hat pin.,"Emme, Inc. ",,,hats; milliner; imitation fur; faux fur; hatpins; fashion (culture-related concept),,,,,University of Idaho Library IJC MG 4 Ella Fitzgerald Collection,ijcmg004_b003-002a,Image;StillImage,Clothing,image/jpeg,Ella Fitzgerald Collection,University of Idaho Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b003-002a.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b003-002a_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b003-002a_th.jpg
fitzgerald0037b,fitzgerald0037,ijcmg004_b003-002b.jpg,,,,,,,,,,,,ijcmg004_b003-002b,Image;StillImage,,image/jpeg,,,,,,,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b003-002b.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b003-002b_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b003-002b_th.jpg
fitzgerald0037c,fitzgerald0037,ijcmg004_b003-002c.jpg,,,,,,,,,,,,ijcmg004_b003-002c,Image;StillImage,,image/jpeg,,,,,,,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b003-002c.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b003-002c_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b003-002c_th.jpg
fitzgerald0037d,fitzgerald0037,ijcmg004_b003-002d.jpg,,,,,,,,,,,,ijcmg004_b003-002d,Image;StillImage,,image/jpeg,,,,,,,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b003-002d.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b003-002d_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b003-002d_th.jpg
fitzgerald0037e,fitzgerald0037,ijcmg004_b003-002e.jpg,,,,,,,,,,,,ijcmg004_b003-002e,Image;StillImage,,image/jpeg,,,,,,,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b003-002e.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b003-002e_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b003-002e_th.jpg
fitzgerald0037f,fitzgerald0037,ijcmg004_b003-002f.jpg,,,,,,,,,,,,ijcmg004_b003-002f,Image;StillImage,,image/jpeg,,,,,,,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b003-002f.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b003-002f_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b003-002f_th.jpg
fitzgerald0038,,ijcmg004_b002-001a.jpg,Ella Fitzgerald's pillbox hat,Navy blue and cream pillbox hat.,"Lucas Jr., Otto (1903-1971)",,,hats; milliner; pillbox hatl; fashion (culture-related concept),,,,,University of Idaho Library IJC MG 4 Ella Fitzgerald Collection,ijcmg004_b002-001a,Image;StillImage,Clothing,image/jpeg,Ella Fitzgerald Collection,University of Idaho Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b002-001a.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b002-001a_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b002-001a_th.jpg
fitzgerald0038a,fitzgerald0038,ijcmg004_b002-001a.jpg,Ella Fitzgerald's pillbox hat,Navy blue and cream pillbox hat.,"Lucas Jr., Otto (1903-1971)",,,hats; milliner; pillbox hatl; fashion (culture-related concept),,,,,University of Idaho Library IJC MG 4 Ella Fitzgerald Collection,ijcmg004_b002-001a,Image;StillImage,Clothing,image/jpeg,Ella Fitzgerald Collection,University of Idaho Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b002-001a.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b002-001a_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b002-001a_th.jpg
fitzgerald0038b,fitzgerald0038,ijcmg004_b002-001b.jpg,,,,,,,,,,,,ijcmg004_b002-001b,Image;StillImage,,image/jpeg,,,,,,,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b002-001b.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b002-001b_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b002-001b_th.jpg
fitzgerald0038c,fitzgerald0038,ijcmg004_b002-001c.jpg,,,,,,,,,,,,ijcmg004_b002-001c,Image;StillImage,,image/jpeg,,,,,,,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b002-001c.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b002-001c_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b002-001c_th.jpg
fitzgerald0038d,fitzgerald0038,ijcmg004_b002-001d.jpg,,,,,,,,,,,,ijcmg004_b002-001d,Image;StillImage,,image/jpeg,,,,,,,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b002-001d.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b002-001d_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b002-001d_th.jpg
fitzgerald0038e,fitzgerald0038,ijcmg004_b002-001e.jpg,,,,,,,,,,,,ijcmg004_b002-001e,Image;StillImage,,image/jpeg,,,,,,,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b002-001e.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b002-001e_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b002-001e_th.jpg
fitzgerald0039,,ijcmg004_b002-002a.jpg,Ella Fitzgerald's wide-brimmed organza hat ,Cream wide brimmed organza hat. ,Rex Inc. ,,,hats; milliner; organza; fashion (culture-related concept),,,,,University of Idaho Library IJC MG 4 Ella Fitzgerald Collection,ijcmg004_b002-002a,Image;StillImage,Clothing,image/jpeg,Ella Fitzgerald Collection,University of Idaho Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,https://objects.lib.uidaho.edu/ella-fitzgerald/ijcmg004_b002-002a.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/small/ijcmg004_b002-002a_sm.jpg,https://objects.lib.uidaho.edu/ella-fitzgerald/thumbs/ijcmg004_b002-002a_th.jpg
