objectid,title,creator,publisher,date,date_is_approximate,description,subject,relation,contributing_institution,publisher_digital,source,listing_code,identifier,format_original,type,format,digitization_specifications,rights,rightsstatement,language,metadata_cataloger,metadata_assistants,scanner_technician,scanner_assistants,collection administrator,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,display_template,filename,object_location,image_small,image_thumb,errors,object_transcript
ijc_leonard_feather_380,Marilyn Moore,,,1975,y,10 x 8 inch photograph; Marilyn Moore (2 duplicates),"Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 58, Folder 16, International Jazz Collections, University of Idaho Special Collections and Archives, https://www.ijc.uidaho.edu",IJC002IV,LF.IV.0196,Black & white photograph,Image;StillImage,image/jpeg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,2008-07-22,2014-10-28,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/lfc/id/440,440,441.jpg,/lfc/image/441.jpg,image,ijc_leonard_feather_380.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/ijc_leonard_feather_380.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/small/ijc_leonard_feather_380_sm.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/thumbs/ijc_leonard_feather_380_th.jpg,,
ijc_leonard_feather_381,Marilyn Moore,,,1975,y,10 x 8 inch photograph; Marilyn Moore,"Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 58, Folder 16, International Jazz Collections, University of Idaho Special Collections and Archives, https://www.ijc.uidaho.edu",IJC002IV,LF.IV.0197,Black & white photograph,Image;StillImage,image/jpeg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,2008-07-22,2014-04-17,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/lfc/id/441,441,442.jpg,/lfc/image/442.jpg,image,ijc_leonard_feather_381.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/ijc_leonard_feather_381.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/small/ijc_leonard_feather_381_sm.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/thumbs/ijc_leonard_feather_381_th.jpg,,
ijc_leonard_feather_382,Marilyn Moore,,,1975,y,10 x 8 inch photograph; Marilyn Moore,"Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 58, Folder 16, International Jazz Collections, University of Idaho Special Collections and Archives, https://www.ijc.uidaho.edu",IJC002IV,LF.IV.0198,Black & white photograph,Image;StillImage,image/jpeg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,2008-07-22,2014-04-17,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/lfc/id/442,442,443.jpg,/lfc/image/443.jpg,image,ijc_leonard_feather_382.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/ijc_leonard_feather_382.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/small/ijc_leonard_feather_382_sm.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/thumbs/ijc_leonard_feather_382_th.jpg,,
ijc_leonard_feather_383,Alphonse Mouzon,Randi W. Hultin,,1980,y,6 x 4 1/2 inch photograph; Alphonse Mouzon,"Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 58, Folder 17, International Jazz Collections, University of Idaho Special Collections and Archives, https://www.ijc.uidaho.edu",IJC002IV,LF.IV.0199,Black & white photograph,Image;StillImage,image/jpeg,"600 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,2008-07-22,2014-04-17,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/lfc/id/443,443,444.jpg,/lfc/image/444.jpg,image,ijc_leonard_feather_383.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/ijc_leonard_feather_383.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/small/ijc_leonard_feather_383_sm.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/thumbs/ijc_leonard_feather_383_th.jpg,,
ijc_leonard_feather_384,Alphonse Mouzon,,United Artists Records,1980,y,10 x 8 inch photograph; Alphonse Mouzon,"Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 58, Folder 17, International Jazz Collections, University of Idaho Special Collections and Archives, https://www.ijc.uidaho.edu",IJC002IV,LF.IV.0200,Black & white photograph,Image;StillImage,image/jpeg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,2008-07-22,2014-04-17,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/lfc/id/444,444,445.jpg,/lfc/image/445.jpg,image,ijc_leonard_feather_384.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/ijc_leonard_feather_384.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/small/ijc_leonard_feather_384_sm.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/thumbs/ijc_leonard_feather_384_th.jpg,,
ijc_leonard_feather_385,Murray MacEachern,,"Willard Alexander, Artists Management",1975,y,"10 x 8 inch photograph; Murray MacEachern playing the trombone. Inscription at the bottom of the photograph reads: The Tommy Dorsey Orchestra, directed by Murray McEachern","Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 58, Folder 17, International Jazz Collections, University of Idaho Special Collections and Archives, https://www.ijc.uidaho.edu",IJC002IV,LF.IV.0201,Black & white photograph,Image;StillImage,image/jpeg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,2008-07-22,2014-04-17,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/lfc/id/445,445,446.jpg,/lfc/image/446.jpg,image,ijc_leonard_feather_385.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/ijc_leonard_feather_385.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/small/ijc_leonard_feather_385_sm.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/thumbs/ijc_leonard_feather_385_th.jpg,,
ijc_leonard_feather_386,Paul Motian,,ECM Records,1975,y,7 3/4 x 9 1/4 inch photograph; Paul Motian,"Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 58, Folder 17, International Jazz Collections, University of Idaho Special Collections and Archives, https://www.ijc.uidaho.edu",IJC002IV,LF.IV.0202,Black & white photograph,Image;StillImage,image/jpeg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,2008-07-22,2014-04-17,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/lfc/id/446,446,447.jpg,/lfc/image/447.jpg,image,ijc_leonard_feather_386.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/ijc_leonard_feather_386.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/small/ijc_leonard_feather_386_sm.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/thumbs/ijc_leonard_feather_386_th.jpg,,
ijc_leonard_feather_387,Aminata Moseka,,,1980,y,10 x 8 inch photograph; Aminata Moseka,"Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 58, Folder 17, International Jazz Collections, University of Idaho Special Collections and Archives, https://www.ijc.uidaho.edu",IJC002IV,LF.IV.0203,Black & white photograph,Image;StillImage,image/jpeg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,2008-07-22,2014-04-17,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/lfc/id/447,447,448.jpg,/lfc/image/448.jpg,image,ijc_leonard_feather_387.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/ijc_leonard_feather_387.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/small/ijc_leonard_feather_387_sm.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/thumbs/ijc_leonard_feather_387_th.jpg,,
ijc_leonard_feather_388,Sam Most,,Xanadu Records,1980,y,10 x 8 inch photograph; Sam Most,"Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 58, Folder 17, International Jazz Collections, University of Idaho Special Collections and Archives, https://www.ijc.uidaho.edu",IJC002IV,LF.IV.0204,Black & white photograph,Image;StillImage,image/jpeg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,2008-07-22,2014-10-28,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/lfc/id/448,448,449.jpg,/lfc/image/449.jpg,image,ijc_leonard_feather_388.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/ijc_leonard_feather_388.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/small/ijc_leonard_feather_388_sm.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/thumbs/ijc_leonard_feather_388_th.jpg,,
ijc_leonard_feather_389,Frank Morgan,Wes McCoy,,1970,y,10 x 8 inch photograph; Frank Morgan,"Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 58, Folder 17, International Jazz Collections, University of Idaho Special Collections and Archives, https://www.ijc.uidaho.edu",IJC002IV,LF.IV.0205,Black & white photograph,Image;StillImage,image/jpeg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,2008-07-22,2014-04-17,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/lfc/id/449,449,450.jpg,/lfc/image/450.jpg,image,ijc_leonard_feather_389.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/ijc_leonard_feather_389.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/small/ijc_leonard_feather_389_sm.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/thumbs/ijc_leonard_feather_389_th.jpg,,
ijc_leonard_feather_390,Buddy Montgomery,,Impulse,1980,y,10 x 8 inch photograph; Buddy Montgomery,"Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 58, Folder 17, International Jazz Collections, University of Idaho Special Collections and Archives, https://www.ijc.uidaho.edu",IJC002IV,LF.IV.0206,Black & white photograph,Image;StillImage,image/jpeg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,2008-07-22,2014-04-17,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/lfc/id/450,450,451.jpg,/lfc/image/451.jpg,image,ijc_leonard_feather_390.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/ijc_leonard_feather_390.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/small/ijc_leonard_feather_390_sm.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/thumbs/ijc_leonard_feather_390_th.jpg,,
ijc_leonard_feather_391,Maria Muldaur,,,1980,y,10 x 8 inch photograph; Maria Muldaur,"Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 58, Folder 18, International Jazz Collections, University of Idaho Special Collections and Archives, https://www.ijc.uidaho.edu",IJC002IV,LF.IV.0207,Black & white photograph,Image;StillImage,image/jpeg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,2008-07-22,2014-10-28,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/lfc/id/451,451,452.jpg,/lfc/image/452.jpg,image,ijc_leonard_feather_391.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/ijc_leonard_feather_391.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/small/ijc_leonard_feather_391_sm.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/thumbs/ijc_leonard_feather_391_th.jpg,,
ijc_leonard_feather_392,Jelly Roll Morton,"Bloom, Chicago",,1941,y,10 x 8 inch photograph; Jelly Roll Morton,"Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 58, Folder 18, International Jazz Collections, University of Idaho Special Collections and Archives, https://www.ijc.uidaho.edu",IJC002IV,LF.IV.0208,Black & white photograph,Image;StillImage,image/jpeg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,2008-07-22,2018-02-20,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/lfc/id/452,452,453.jpg,/lfc/image/453.jpg,image,ijc_leonard_feather_392.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/ijc_leonard_feather_392.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/small/ijc_leonard_feather_392_sm.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/thumbs/ijc_leonard_feather_392_th.jpg,,
ijc_leonard_feather_393,Jelly Roll Morton,,RCA Victor Records,1935,y,10 x 8 inch photograph; Jelly Roll Morton,"Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 58, Folder 18, International Jazz Collections, University of Idaho Special Collections and Archives, https://www.ijc.uidaho.edu",IJC002IV,LF.IV.0209,Black & white photograph,Image;StillImage,image/jpeg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,2008-07-22,2018-02-20,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/lfc/id/453,453,454.jpg,/lfc/image/454.jpg,image,ijc_leonard_feather_393.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/ijc_leonard_feather_393.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/small/ijc_leonard_feather_393_sm.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/thumbs/ijc_leonard_feather_393_th.jpg,,
ijc_leonard_feather_394,Gerry Mulligan,"Bernie Thrasher, St. Louis (MO)",,1955,y,10 x 8 inch photograph; Gerry Mulligan,"Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 58, Folder 18, International Jazz Collections, University of Idaho Special Collections and Archives, https://www.ijc.uidaho.edu",IJC002IV,LF.IV.0210,Black & white photograph,Image;StillImage,image/jpeg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,2008-07-22,2014-04-17,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/lfc/id/454,454,455.jpg,/lfc/image/455.jpg,image,ijc_leonard_feather_394.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/ijc_leonard_feather_394.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/small/ijc_leonard_feather_394_sm.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/thumbs/ijc_leonard_feather_394_th.jpg,,
ijc_leonard_feather_395,Gerry Mulligan,,,1955,y,10 x 8 inch photograph; Gerry Mulligan,"Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 58, Folder 18, International Jazz Collections, University of Idaho Special Collections and Archives, https://www.ijc.uidaho.edu",IJC002IV,LF.IV.0211,Black & white photograph,Image;StillImage,image/jpeg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,2008-07-22,2014-04-17,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/lfc/id/455,455,456.jpg,/lfc/image/456.jpg,image,ijc_leonard_feather_395.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/ijc_leonard_feather_395.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/small/ijc_leonard_feather_395_sm.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/thumbs/ijc_leonard_feather_395_th.jpg,,
ijc_leonard_feather_396,Gerry Mulligan,Bill Gangi,,1974-05,,"8 x 10 inch photograph; musicians. Handwritten on the back of the photograph: Gerry Mulligan; Don Elliott Concert at Westport Country Playhouse, 1974-05","Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 58, Folder 18, International Jazz Collections, University of Idaho Special Collections and Archives, https://www.ijc.uidaho.edu",IJC002IV,LF.IV.0212,Black & white photograph,Image;StillImage,image/jpeg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,2008-07-22,2014-04-17,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/lfc/id/456,456,457.jpg,/lfc/image/457.jpg,image,ijc_leonard_feather_396.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/ijc_leonard_feather_396.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/small/ijc_leonard_feather_396_sm.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/thumbs/ijc_leonard_feather_396_th.jpg,,
ijc_leonard_feather_397,Branford Marsalis,Leonard Feather,,1990,y,5 x 7 photograph; Branford Marsalis,"Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 58, Folder 19, International Jazz Collections, University of Idaho Special Collections and Archives, https://www.ijc.uidaho.edu",IJC002IV,LF.IV.0213,Black & white photograph,Image;StillImage,image/jpeg,"600 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,2008-07-22,2014-04-17,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/lfc/id/457,457,458.jpg,/lfc/image/458.jpg,image,ijc_leonard_feather_397.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/ijc_leonard_feather_397.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/small/ijc_leonard_feather_397_sm.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/thumbs/ijc_leonard_feather_397_th.jpg,,
ijc_leonard_feather_398,Branford Marsalis,Leonard Feather,,1990,y,5 x 7 photograph; Branford Marsalis,"Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 58, Folder 19, International Jazz Collections, University of Idaho Special Collections and Archives, https://www.ijc.uidaho.edu",IJC002IV,LF.IV.0214,Black & white photograph,Image;StillImage,image/jpeg,"600 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,2008-07-22,2014-04-17,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/lfc/id/458,458,459.jpg,/lfc/image/459.jpg,image,ijc_leonard_feather_398.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/ijc_leonard_feather_398.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/small/ijc_leonard_feather_398_sm.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/thumbs/ijc_leonard_feather_398_th.jpg,,
